,Service,Relational Database Service($),Tax($),Savings Plans for  Compute usage($),EC2-Other($),Support (Business)($),VPC($),OpenSearch Service($),CloudWatch($),EC2-Instances($),ElastiCache($),S3($),DocumentDB (with MongoDB compatibility)($),Managed Streaming for Apache Kafka($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Glacier($),SES($),EC2 Container Registry (ECR)($),Elastic Container Service for Kubernetes($),Elastic Load Balancing($),CloudTrail($),Key Management Service($),CloudFront($),SageMaker($),Rekognition($),DynamoDB($),Cost Explorer($),Lambda($),Secrets Manager($),SQS($),SNS($),Route 53($),Service Catalog($),Glue($),Athena($),Direct Connect($),Config($),AppFlow($),Systems Manager($),Simple Workflow Service($),Step Functions($),CloudShell($),Elastic File System($),CodeArtifact($),Backup($),Migration Hub Refactor Spaces($),Location Service($),Refund($),Total costs($)
180,2023-09-27,120.9119601573,,129.456,74.9022094529,,33.3968757522,34.9708932826,32.5229146572,-0.0,17.2980001878,14.7476584366,13.4143610459,15.0639326661,9.12,1.974149295,3.3665939063,0.1525986919,2.232,2.4294795362,10.32735612,0.9354064056,0.5944037612,0.0793600008,0.3359625,0.0991008,0.2418,0.0098385103,0.0242110008,0.011035008,0.0080866429,,0.001302,0.0001965408,,,,,,1.0436e-06,7.173e-07,,,,,,,,518.6276881193
181,2023-09-28,120.9052487908,,129.456,69.2337475287,,35.2380147462,34.9704413328,29.2518891902,-0.0,17.2980001812,15.358155258,13.414120041,15.0639777592,9.12,1.974149295,3.1896207479,0.1528896139,2.232,2.4037768954,11.39516259,1.0792057956,0.3604993429,0.0793600008,0.216225,0.0991008,0.1953,0.0101250028,0.0256850508,0.01147434,0.0078769419,,0.001302,0.0001714308,,,,,,7.776e-07,9.619e-07,,,,,,,,512.7435214154
182,2023-09-29,120.9089248711,,129.456,69.9692643987,,34.8610643235,34.9704261507,28.6145444572,-0.0,17.2980001776,15.1536808152,13.4141836343,15.0641589233,9.12,1.974149295,3.4740376563,0.1540689894,2.232,2.4452421921,10.82160648,1.0015405656,0.3704468987,0.0793600008,0.276675,0.0991008,0.2325,0.0093553396,0.0282100008,0.011068488,0.0079337784,,0.001302,0.0001732908,,,,,,7.827e-07,7.293e-07,,,,,,,,512.0490200391
183,2023-09-30,120.900200178,,129.456,69.7756095198,,33.9599810533,34.9704101846,28.1462038959,0.0,17.298000177,15.1550783728,13.4144760086,15.0641529277,9.12,1.974149295,3.4959358837,0.1554023171,2.232,2.3919225113,11.02429254,1.0111465356,0.3181987706,0.0793600008,0.2697,0.0991008,0.2325,0.0109929704,0.0281728008,0.011488848,0.0081546954,,0.001302,0.0001937508,,,,,,1.0402e-06,9.634e-07,,,,,,,,510.6041280408
184,2023-10-01,231.318628806,3938.29,129.456,67.6186376377,1819.4420545482,42.0940994711,34.8821004216,33.8191818714,0.0,17.2980001704,14.842335607,13.414297976,15.055141562,9.12,1.9104670596,2.3131015819,0.150693468,2.232,2.3205463876,10.71746229,0.98541705,0.0195534368,0.0768,0.034875,0.0991008,0.2232,0.014117426,0.0203235,0.012745836,0.0018983276,,0.0,0.0001023,,,,,,1.0402e-06,9.619e-07,,,,,,,-127.36,6260.422884537
185,2023-10-02,231.0363404203,,129.456,67.4911191402,,53.9441261501,34.8820819643,37.8313056938,0.0,17.2980001692,14.5209778929,13.4144565308,15.0551442702,9.1,1.9104670596,2.7422739811,0.150693468,2.232,2.3391070852,10.17361875,0.89128245,0.0238235096,0.0768,0.1116,0.0991008,0.2139,0.0139210751,0.0202863,0.013114116,0.0086080241,,0.0,0.0001116,,,,,,7.878e-07,7.278e-07,,,,,,,,645.0502619661
186,2023-10-03,242.3871369392,,129.456,67.9522265668,,53.496005669,34.8820887641,41.3554309818,0.0,17.298000165,28.6548974496,13.4151849222,15.0553817558,9.12,1.9104670596,3.2079894052,0.152122149,2.232,2.425719207,35.99668881,4.69764318,0.4323277213,0.0768,0.4150125,0.0991008,0.2232,0.0127092289,0.0237645,0.010723272,0.009252502,,0.0,0.00012462,,,,,,7.691e-07,9.619e-07,,,,,,,,704.9979998995
187,2023-10-04,253.1641753699,,129.456,68.1363469573,,47.5952441485,34.8820811955,40.3811530944,0.0,17.2980001626,15.0306320814,13.4149785706,15.0556082498,9.12,1.9104670596,3.329163087,0.1528951621,2.232,2.4471644978,10.99091856,0.98534451,0.3943851695,0.0768,0.4289625,0.0991008,0.2325,0.0119715703,0.02351805,0.01095168,0.0092015799,,0.0,0.0001023,,,,,,5.218e-07,9.634e-07,,,,,,,,666.8696678414
188,2023-10-05,252.9530484937,,129.456,68.4191367212,,48.1965739774,34.8821995395,40.9897851263,-0.0,17.2980001541,14.2658680661,13.4149246717,15.0558743431,9.12,1.9104670596,3.3480404275,0.153078924,2.232,2.4280371244,9.42289392,0.77834883,0.3656377575,0.0768,0.51615,0.0991008,0.1581,0.0123684585,0.02519205,0.010911876,0.008362334,,0.0,0.0001116,,,,,,1.0334e-06,7.248e-07,,,,,,,,665.5970140128
189,2023-10-06,253.0227776749,,129.456,68.1429634199,,55.9464057005,34.882199979,48.5866931247,-0.0,17.2980001536,15.8305496649,13.4148885534,15.0560316241,9.12,1.9104670596,3.5216257446,0.153078924,2.232,2.4633982903,12.54628683,1.21051425,0.4834037601,0.0768,0.61845,0.0991008,0.1767,0.0124824238,0.0240993,0.010846404,0.0120143415,,0.0,0.00010323,,,,,,7.81e-07,7.173e-07,,,,,,,,686.3078827512
190,2023-10-07,252.646295793,,129.456,68.4280199058,,54.2472479261,34.8822025699,47.9374708257,-0.0,17.2980001578,14.5715983279,13.4152719829,15.0555857154,9.12,1.9104672495,2.8004229657,0.153078924,2.232,2.4299401579,10.25785164,0.91796601,0.3083161663,0.0768,0.3534,0.0991008,0.1953,0.0128803006,0.02199285,0.012550908,0.0081768553,,0.001302,0.0001116,,,,,,1.03e-06,9.747e-07,,,,,,,,678.8493536365
191,2023-10-08,252.106170053,,129.456,67.710060354,,52.5075281894,34.88220011,45.6029195036,-0.0,17.2980001548,15.0153045588,13.4148695134,15.0554324394,9.12,1.9104670596,2.4157356815,0.153078924,2.232,2.3255087951,11.30113866,1.04525139,0.2278966208,0.0768,0.0639375,0.0991008,0.186,0.0104784517,0.0201189,0.012799404,0.0080146878,,0.001302,0.00011253,,,,,,7.895e-07,7.278e-07,,,,,,,,674.2582277982
192,2023-10-09,251.1507524011,,129.456,68.431547976,,55.2908988632,34.8822030619,51.6257700486,0.0,17.2980001506,14.7693746369,13.4155317073,15.0560929069,9.12,1.9104670596,3.3059300147,0.153518211,2.232,2.4212471522,10.87522563,0.98948766,0.4626977539,0.0768,0.42315,0.0991008,0.1767,0.0097025488,0.0260616,0.011153304,0.0090133264,,0.001302,9.114e-05,,,,,,7.81e-07,9.544e-07,,,,,,,,683.6798216885
193,2023-10-10,250.588425171,,129.456,68.8189586696,,42.0871368804,34.8822227852,45.2187211396,0.0,17.2980001482,15.1582873565,13.415544366,15.0566927122,8.7,1.9104690394,3.3425628994,0.154639452,2.232,2.4334259828,13.13106339,0.99598836,0.5964340813,0.0768,0.4894125,0.0991008,0.1953,0.0089705076,0.0272334,0.0121339154,0.0097069604,,0.001302,0.00025389,,,,,,6.457e-07,4.241e-07,,,,,,,,666.3967874768
194,2023-10-11,250.5025198796,,129.456,69.006724357,,43.4256857143,34.8822203048,40.3408921268,0.0,17.2980001458,15.2544067468,13.4155679377,15.0576016046,7.68,1.9104676612,4.0680117875,0.1552016304,2.232,2.2768471611,12.83792553,0.96485475,0.4878448682,0.0768,0.4708125,0.0991008,0.2511,0.0084679782,0.02519205,0.012554256,0.0090293927,,0.001302,0.000279,,,,,,8.107e-07,7.42e-07,,,,,,,,662.2074117354
195,2023-10-12,250.4621215478,,129.456,68.9003451687,,48.8405107025,32.7898770953,44.7277769179,-0.0,16.2889501086,14.997986187,13.4159965823,15.0571784836,7.66,1.9104672581,3.7465468899,0.1555696003,2.232,1.8810643392,12.34252011,0.87061971,0.5292238535,0.0768,0.46965,0.0991008,0.2046,0.0089703031,0.02623365,0.012687804,0.0112960498,,0.000651,0.00021204,,,,,,9.884e-07,9.606e-07,,,,,,,,667.1749581506
196,2023-10-13,250.184233266,,129.456,68.7526945657,,42.5870540748,27.708492722,39.3050588774,0.0,13.8384,15.0942900023,13.4156250502,15.0584746348,7.68,1.9104671316,3.9357429315,0.155963532,2.232,1.8527796295,13.14711891,0.95503116,0.4530866489,0.0768,0.448725,0.0991008,0.2046,0.0089806395,0.02612205,0.013578744,0.0099257028,,0.001302,0.00020739,,,,,,7.267e-07,7.103e-07,,,,,,,,648.6118569
197,2023-10-14,250.0609916192,,129.456,68.1946073935,,51.8974007048,27.7084919532,41.6906464911,-0.0,13.8384,15.2996222957,13.4156781331,15.0553174267,7.68,1.9104671348,2.3701989828,0.155963532,2.232,1.7709137798,13.61342556,0.97108482,0.2316537889,0.0768,0.090675,0.0991008,0.2046,0.0109877461,0.01996545,0.016656672,0.0097135538,,0.000651,0.00018972,,,,,,7.329e-07,9.408e-07,,,,,,,,658.0822052312
198,2023-10-15,249.9005945962,,129.456,68.6174677823,,52.1241083125,27.7084933497,43.8270335603,0.0,13.8384,14.8606684997,13.415954773,15.055433664,7.68,1.9104671356,2.5415398717,0.155963532,2.232,1.7566357945,12.88879467,0.83807157,0.269786306,0.0768,0.0895125,0.0991008,0.2046,0.0105064691,0.02072805,0.016667088,0.0095146283,,0.001302,0.00021948,,,,,,9.555e-07,9.448e-07,,,,,,,,659.6063663332
199,2023-10-16,249.2128004188,,129.456,68.4496445975,,54.9242057437,27.7084928459,51.9747358432,0.0,13.8384,16.0795031932,13.4160120812,15.0559324716,7.68,1.9104671372,3.2885017087,0.155963532,2.232,1.8738912388,15.87378126,1.12776285,0.6951329316,0.0768,0.4033875,0.0991008,0.1767,0.0091803829,0.0274659,0.014329068,0.010433239,,0.001302,0.00019809,,,,,,7.298e-07,7.162e-07,,,,,,,,675.7721262793
200,2023-10-17,248.8693857849,,129.456,68.9388970393,,58.9188081552,27.7084912592,59.6275756484,0.0,13.8384,15.5862292015,13.4165049146,15.0569043616,7.68,1.9104671448,3.5216322414,0.155963532,2.232,1.8683976418,14.72502759,0.99104169,0.4551476908,0.0768,0.3173625,0.0991008,0.1767,0.008959999,0.02482935,0.0146352434,0.0109306288,,0.001302,0.00020925,,,,,,9.617e-07,9.402e-07,,,,,,,,685.6877055686
201,2023-10-18,248.6479400762,,129.456,68.7153388988,,49.8691021651,27.7085592015,48.3222452276,0.0,13.8384,15.7467230387,13.4163499621,15.0559321424,7.68,1.9104671416,3.3074158031,0.1562168087,2.232,1.8793155651,15.33089934,0.97369068,0.5122355714,0.0768,0.44175,0.0991008,0.1953,0.010901688,0.02516415,0.014788488,0.0110768416,,0.001302,0.00019902,,,,,0.0,9.617e-07,7.048e-07,2.4443e-06,,,,,,,665.6352187207
202,2023-10-19,248.7944819762,,129.456,66.8033060217,,48.4807785913,27.7085882486,40.6409288642,0.0,13.8384,14.8870642306,13.4163812668,15.0561687713,7.68,1.910467142,3.4475137912,0.1563519504,2.232,1.8567531406,13.58338377,0.77514312,0.4644277464,0.0768,0.476625,0.0991008,0.186,0.0098190231,0.02559195,0.014077968,0.0107054807,,0.001302,0.00018228,,,,,,7.236e-07,7.232e-07,,,,,,,,652.0883445799
203,2023-10-20,248.6196470281,,129.456,65.4774802234,,45.3247795037,27.7086208763,40.5804340534,0.0,13.8384,16.4861246999,13.4167999974,15.0561580831,7.68,1.9104671394,3.5086805599,0.1566497595,2.232,1.8359955525,16.44817623,1.2313695,0.4059945733,0.0768,0.5103375,0.0991008,0.1395,0.0093324684,0.02804715,0.012728724,0.0096670661,,0.001302,0.00018534,,,,,,7.422e-07,7.135e-07,,,,,,,,652.2607802841
204,2023-10-21,248.9121194698,,129.456,65.5686459291,,48.4205761744,27.7086132346,42.2834317305,-0.0,13.8384,14.8832633825,13.4169391106,15.0566559605,7.68,1.9104671422,3.3269431673,0.1567403736,2.232,1.8052751732,13.30185045,0.8084334,0.2778703497,0.0768,0.3534,0.0991008,0.186,0.011131728,0.02457825,0.01345524,0.0089701807,,0.001302,0.00019836,,,,,,7.36e-07,7.082e-07,,,,,,,,651.8191630509
205,2023-10-22,249.0739139884,,129.456,65.1754152924,,52.0373023994,27.7085837407,43.0879247194,0.0,13.8384,15.8185201502,13.4220310148,15.0554490297,7.68,1.9104671408,2.5760785405,0.1567403736,2.232,1.7604888792,15.4061196,1.10504946,0.1168759935,0.0768,0.076725,0.0991008,0.1674,0.0103405134,0.02104425,0.01496742,0.0096706661,,0.001302,0.0001779,,,,,,9.524e-07,9.423e-07,,,,,,,,658.0948907668
206,2023-10-23,248.9922745606,,129.456,65.3724539536,,52.4855480255,27.7086149692,42.9490949712,0.0,13.8384,15.7659493823,13.4168079551,15.0560153435,7.68,1.910467144,3.0865099101,0.1567403736,2.232,1.8040215005,15.1692579,1.05648393,0.3871176924,0.1101584311,0.299925,0.0991008,0.2325,0.0106297975,0.02611275,0.01381422,0.0096691085,,0.001302,0.0002358725,0.03183855,,,,,2.691e-07,9.369e-07,,,,,,,,659.3590453472
207,2023-10-24,249.1015033052,,129.456,64.9488872489,,48.4274707308,27.7085893407,40.2933059536,0.0,13.8384,15.765020433,13.4164235745,15.0554712641,7.68,1.910467142,2.6007637998,0.1567403736,2.232,1.7747021063,14.44035738,0.98967459,0.2016721077,0.1536,0.1057875,0.0991008,0.1302,0.0101860659,0.0213093,0.0152765714,0.0088308287,,0.001302,0.00015525,,,,,,7.143e-07,7.201e-07,,,,,,,,650.5431991006
208,2023-10-25,249.1497609057,,129.456,65.6683307202,,52.6323874847,27.7086175042,44.7012717754,0.0,13.8384,15.8248328242,13.416831196,15.0559627618,7.68,1.9104671434,3.2554338527,0.1567403736,2.232,1.8304920435,14.96348424,1.00795188,0.4809271556,0.1536,0.3999,0.0991008,0.1767,0.0092377541,0.0268149,0.012698964,0.0094587182,,0.001302,0.00016548,,,,,,7.205e-07,6.987e-07,,,,,,,,661.8588718965
209,2023-10-26,249.2675197778,,129.456,65.4606937808,,48.131190351,27.7086604858,48.3905593196,0.0,13.8384,15.7701458068,13.4169662724,15.057651651,7.68,1.910467153,4.2714174446,0.1567415495,2.232,1.8972806667,15.487941,0.99853284,0.5634063231,0.1536,0.5382375,0.0991008,0.1116,0.0082152135,0.0296235,0.013149456,0.0105633613,,0.001302,0.00015432,,,,,,9.524e-07,9.254e-07,,,,,,,,662.6611224507
210,2023-10-27,246.9242089575,,129.456,66.0141897015,,41.0513103774,27.7086627857,40.1685078085,0.0,13.8384,15.5730946597,13.4171111539,15.0568414176,7.68,1.9104671546,3.7886448658,0.1567452985,2.232,1.8893834853,15.20767341,0.98364819,0.3695155099,0.1536,0.546375,0.0991008,0.1767,0.0079431412,0.0295677,0.008398272,0.0081800563,,0.001302,0.00021291,,,,,,7.391e-07,4.691e-07,,,,,,,,644.4577858636
211,2023-10-28,244.152872322,,129.456,65.0964403935,,37.064011911,27.7086249757,35.8366556573,-0.0,13.8384,15.521533928,13.4166375775,15.0555211559,7.68,1.9104671488,2.6658000436,0.156748056,2.232,1.7734035166,14.42755872,0.95621412,0.2431494373,0.1536,0.1755375,0.0991008,0.2418,0.0100297446,0.0217836,0.005288724,0.0059169361,,0.003906,0.0001878,,,,,,7.174e-07,9.426e-07,,,,,,,,629.9091917279
212,2023-10-29,244.660047465,,129.456,65.370027264,,46.1569159067,27.7086216437,29.6883121373,0.0,13.8384,15.9411173964,13.4165756786,15.0554324078,7.68,1.9104671442,2.5373135644,0.156748056,2.232,1.7518513586,14.2646655,0.94225017,0.251760409,0.1536,0.086025,0.0991008,0.1488,0.0101413097,0.0213186,0.005318856,0.0056112776,,0.003906,0.00021198,,,,,,9.493e-07,7.162e-07,,,,,,,,633.5525415905
213,2023-10-30,244.6610816259,,129.456,65.3443197572,,42.2219127691,27.7087287033,25.0296508926,0.30783,13.8384,15.6728183389,13.41748422,15.0565578507,7.68,1.910467142,3.8822664124,0.1567500867,2.232,1.8597015957,14.69018421,0.9766704,0.5191142663,0.1536,0.397575,0.0991008,0.186,0.0084644602,0.0316788,0.019025568,0.0038168365,,0.003906,0.00021012,,,,,,7.453e-07,9.427e-07,,,,,,,,627.5253175435
214,2023-10-31,244.7521115258,,129.456,65.7172818962,,42.3674272287,27.7087501657,26.9761935617,0.554094,13.8384,15.6848103537,13.4174488292,15.0569708282,7.68,1.9104671448,4.0547885712,0.156753589,2.232,1.9219047354,14.47401966,0.97397805,0.5060294393,0.1536,0.490575,0.0991008,0.1674,0.0104800905,0.0347385,0.0008723594,0.0006436806,,0.003906,0.00019896,,,,,,9.586e-07,2.432e-07,,,,,,,,630.4009461712
215,2023-11-01,247.8884707793,3972.05,129.456,67.3190760633,1832.6276392898,41.6834030768,27.7796004457,39.0703497092,0.123132,13.8384,16.3269516157,13.4165982156,15.0653238575,7.68,1.9741493796,3.2142967672,0.1619826332,2.232,1.8806188985,14.45808876,0.9816060156,0.0818456474,0.1587199992,0.4405875,0.0991008,0.2511,0.0122473346,0.0276142841,0.000988032,0.0002691605,,0.0,0.00014136,,,,,,4.948e-07,9.387e-07,,,,,,,-128.28,6322.0203030583
216,2023-11-02,248.027115872,,129.456,67.5203680648,,38.4144671216,27.7794356001,37.4330624665,0.430962,13.8384,16.3630911868,13.4170255634,15.0660830846,7.68,1.9741493826,4.2462704158,41.4171293857,2.232,1.8521965523,14.74383777,0.9900764556,0.0750951311,0.1587199992,0.3522375,0.0991008,0.1023,0.0115390696,0.0262337508,0.001283772,0.0013974771,,0.0,0.00013299,,,,,,9.524e-07,7.159e-07,8.9861e-06,,,,,,,683.709722066
217,2023-11-03,250.6545306993,,129.456,67.5310016628,,41.6537604176,27.7793599324,38.7058028507,0.554094,13.8384,16.2988904438,13.4170086493,15.0663115829,7.68,1.9741493878,3.9081861746,34.5375586303,2.232,1.8782868128,3.83355486,0.9967306056,0.4255936426,0.1587199992,0.5673,0.0991008,0.2046,0.0120784914,0.0275125008,0.000901356,0.0036907202,,0.0,0.00014043,,,,,,4.793e-07,7.061e-07,,,,,,,,673.4952658355
218,2023-11-04,253.9269475841,,129.456,67.702404208,,42.3358347677,27.7793592395,43.8136234008,0.0,13.8384,16.343468353,13.4169827812,15.0655400094,7.68,1.974149388,3.5647541504,32.4812008304,2.232,1.847025258,0.18550059,0.9771810756,0.284673664,0.1587199992,0.523125,0.0991008,0.1395,0.0103203854,0.0246574008,0.001290096,0.0028722203,,0.0,0.00013671,,,,,,7.36e-07,9.383e-07,,,,,,,,675.8647695861
219,2023-11-05,253.7515611372,,129.456,66.8825822567,,48.2449400699,27.7793612389,53.3795264582,-0.0,13.8384,16.2780269491,13.4167771215,15.064058756,7.68,1.9741493892,2.7059078726,42.2420206055,2.232,1.7772966156,0.18669099,0.9889632456,0.1925428323,0.1587199992,0.151125,0.0991008,0.2046,0.0102480771,0.0218674008,0.001580628,0.0026914033,,0.0,0.00014694,,,,,,9.493e-07,9.436e-07,,,,,,,,698.7208876796
220,2023-11-06,254.0957569111,,129.456,67.9043377192,,41.5247368586,27.7793661487,47.960118402,0.6047589089,13.8384,16.2337454271,13.416756008,15.0648924501,7.68,1.97414938,3.832282662,35.0300972986,2.232,1.8762828602,0.16775154,0.9873617856,0.4255813807,0.1587199992,1.0241625,0.0991008,0.1488,0.0093399729,0.0380308008,0.000795708,0.003313676,,0.0,0.00015531,,0.0001758702,,,,7.112e-07,7.137e-07,,,,,,,,683.5669718028
221,2023-11-07,254.2521952247,,129.456,68.1146304763,,49.6598872277,27.7793653586,58.2168299575,0.800358,13.8384,16.6430233085,13.4169136589,15.0669190997,7.68,1.9741493618,4.878071913,15.6369299762,2.232,1.9182867011,0.20538585,0.9933128556,0.5428034257,0.1587199992,1.0939125,0.0991008,0.1674,0.0083702788,0.0280193508,0.0008526434,0.0053829648,,0.0,0.00015624,,,,,,7.143e-07,9.363e-07,,,,,,,,684.8673788229
222,2023-11-08,257.0909137296,,129.456,67.9390292435,,49.0099015852,27.7793046593,55.029731234,0.738792,13.8384,16.2389882326,13.4171942686,15.0662938687,7.68,1.9741493608,4.2556116704,0.1638426983,2.232,1.8974521709,0.16412082,0.8956795956,0.4787315538,0.1587199992,0.69285,0.0991008,0.2139,0.0074298926,0.0276799008,0.000874944,0.0052929116,,0.0,0.00015066,,,,,,7.143e-07,7.161e-07,,,,,,,,666.5521372299
223,2023-11-09,259.6531472544,,129.456,67.3596837111,,53.6170413557,27.7792647037,66.1970055458,0.70359187,13.8384,16.9146409346,13.4165955862,15.0646114212,7.68,1.9741493624,3.4627317571,0.1648699795,2.232,1.8853597842,0.25248942,1.1307622056,0.4496854352,0.1587199992,0.4498875,0.0991008,0.2046,0.0083173161,0.0267871008,0.054996852,0.04225065,,0.0,0.00015996,,,,,,4.886e-07,7.01e-07,,,,,,,,684.2768516944
224,2023-11-10,259.6000296249,,129.456,67.9552149523,,54.9160110635,27.7792638577,84.1461782678,0.861924,13.8384,16.4236132771,13.4170108913,15.0644298562,7.68,1.9741493608,3.2509803478,0.1655228348,2.232,1.9063860975,10.67246889,1.0741586856,0.3615703726,0.1587199992,0.365025,0.0991008,0.1302,0.0085196532,0.0346828008,0.037457052,0.0278039922,,0.0,0.0001581,,0.0359272669,,,,9.617e-07,9.446e-07,,,,,,,,713.6729089505
225,2023-11-11,259.5156389337,,129.456,67.3793729501,,43.7505971541,27.7792604885,60.9833826618,0.246264,13.8384,16.4498835795,13.4163257129,15.0640113704,7.68,1.9741493564,2.6307608585,0.165560178,2.232,1.83687989,13.16350086,1.0153120056,0.1953837496,0.1587199992,0.137175,0.0991008,0.2046,0.009630983,0.0214396008,0.012481716,0.0089800251,,0.0,0.00020832,,,,,,9.617e-07,7.162e-07,,,,,,,,679.4250218711
226,2023-11-12,259.3794222055,,129.456,67.5359439904,,44.4349233238,27.7792621893,47.9647997028,0.0,13.8384,16.3477125879,13.4167846625,15.0639980642,7.68,1.9741493556,2.6000338457,0.165561744,2.232,1.7528459059,13.03613364,1.0150413756,0.1884245893,0.1587199992,0.104625,0.0991008,0.186,0.009426443,0.0220162008,0.010782792,0.0077028034,,0.001302,0.00020088,,,,,,7.36e-07,9.41e-07,,,,,,,,666.4613157779
227,2023-11-13,259.0771516401,,129.456,67.4709775789,,41.3981891915,27.7792589753,50.4467707682,0.861924,13.8384,15.9467020999,13.4166669734,15.0644633488,7.68,1.9741493562,3.7980541942,0.1656110645,2.232,1.8560115516,3.34136631,0.8685412656,0.4702754123,0.1587199992,0.346425,0.0991008,0.093,0.0113010924,0.0307535508,0.009315996,0.0089791256,,0.001953,0.0002139,,,,,,9.586e-07,9.428e-07,,,,,,,,657.9022780959
228,2023-11-14,258.9805828364,,129.456,67.5528724806,,40.2475332899,27.7792744928,45.4264459644,0.800358,13.8384,16.824686055,13.4169966296,15.0642081338,7.68,1.9741493556,2.8873630664,0.1656553056,2.232,1.8089939567,0.23095992,1.0989506256,0.3074854648,0.1587199992,0.304575,0.0991008,0.1953,0.0125784569,0.0223690841,0.0105127394,0.0079272744,,0.001302,0.00021297,,,,,,9.648e-07,7.174e-07,,,,,,,,648.5855155834
229,2023-11-15,259.4749233849,,129.456,67.7265353975,,43.915943929,27.7792119439,42.4970557318,1.23132,13.8384,16.7731340212,13.4169449357,15.0646858367,7.68,1.9741493592,3.7981027665,28.5163212232,2.232,1.8668835769,0.19807884,1.0256852256,0.4452228623,0.1587199992,0.4963875,0.0991008,0.2046,0.0296182895,0.0373147008,0.0089130578,0.0094856348,,0.001302,0.00020832,,,,,,7.329e-07,9.48e-07,,,,,,,,679.9562510174
230,2023-11-16,259.6346595113,,129.456,68.0526171054,,40.167654364,27.7792142317,39.1877308588,1.416018,13.8384,16.8657662792,13.4169533657,15.0647195622,7.68,1.974149355,3.8024882721,51.5730826243,2.232,1.9043281324,0.20851158,1.0192961256,0.4053596113,0.1587199992,0.5208,0.0991008,0.093,0.0438480218,0.0291307008,0.008499456,0.0087435362,,0.001302,0.00021669,,,,,,9.648e-07,7.177e-07,,,,,,,,696.6423118655
231,2023-11-17,259.5039017079,,129.456,68.0689846351,,45.1811824669,27.7792237994,41.5113819512,1.477584,13.8384,16.6672580468,13.4170352693,15.0646080743,7.68,1.9741493562,3.92703965,47.5047274962,2.232,1.8968983591,0.22152228,1.0210789356,0.5705189448,0.1587199992,0.5986875,0.0991008,0.1767,0.0579629973,0.0304838508,0.00870294,0.008608142,,0.001302,0.00022506,,,,,0.0,9.617e-07,9.391e-07,,,,,,,,700.1339901629
232,2023-11-18,259.1693036324,,129.456,68.630327708,,49.4163915097,27.7792242647,51.6509075948,1.477584,13.8384,16.6303102063,13.4171001145,15.06422696,7.68,1.9741493556,3.2062566361,56.2684248688,2.232,1.8875287214,0.20377137,1.0211096256,0.7186339482,0.1587199992,0.560325,0.0991008,0.1674,0.0269327057,0.0253735008,0.009085356,0.0076847096,,0.001302,0.00019716,,,,,,7.391e-07,9.429e-07,,,,,,,,722.7777734294
233,2023-11-19,259.05354124,,129.456,67.8935047941,,52.4442497219,27.7792258687,58.680785978,1.477584,13.8384,16.9820707981,13.4164757648,15.063994484,7.68,1.9741493562,2.6415820007,53.0523357547,2.232,1.8361211685,0.18856029,0.9884247756,0.6148104001,0.1587199992,0.1406625,0.0991008,0.186,0.0127239554,0.0220627008,0.010604976,0.0075949611,,0.001302,0.00021204,,,,,,7.081e-07,9.41e-07,,,,,,,,727.932801977
234,2023-11-20,259.0272386136,,129.456,67.9121333864,,45.8065471593,27.7792267685,48.6498446742,1.477584,13.8384,16.1110666391,13.4168737368,15.0644106038,7.68,1.9741493526,3.7178251779,56.0670722414,2.232,1.908836104,0.14650848,0.9039435756,0.4851298477,0.1587199992,0.644025,0.0991008,0.1767,0.0295031154,0.0349525008,0.008327592,0.0081810293,,0.000651,0.00021297,,,,,,7.298e-07,7.162e-07,,,,,,,,714.8151658136
235,2023-11-21,258.8181467355,,129.456,68.1063057391,,51.8757208446,27.7792255611,52.0812838887,1.477584,13.8384,15.4425609478,13.4168242049,15.0644659338,7.68,1.974149355,3.9014273498,61.3145376314,2.232,1.8966983302,0.10103148,0.7365045156,0.4797449509,0.1587199992,0.70215,0.0991008,0.1674,0.0400534354,0.0292562508,0.0086728268,0.0084218248,,0.002604,0.00022227,,,,,,7.329e-07,9.436e-07,,,,,,,,728.8892145519
236,2023-11-22,259.0702271556,,129.456,68.8375442681,,53.992729521,27.7792250339,56.5708892821,1.477584,13.8384,17.9093515089,13.4174457117,15.0644729116,7.68,1.9741493538,3.81653896,26.2468873177,2.232,1.9714153344,0.3364368,1.3863903756,0.543999222,0.1587199992,0.59985,0.0991008,0.2046,0.0464668962,0.0273637008,0.008612916,0.0086419207,,0.002604,0.00020181,,,,,,9.586e-07,7.161e-07,,,,,,,,704.757850474
237,2023-11-23,259.3154077645,,129.456,68.2869276803,,40.4509697688,29.4127372888,41.0172367854,1.477584,13.8384,16.0856068526,13.4168232602,15.0644496735,7.72,1.9741493538,3.5100560821,19.8963448983,2.232,1.9305596869,0.13164522,0.8212870356,0.5101965508,0.1587199992,0.4870875,0.0991008,0.1767,0.0440907336,0.0279682008,0.008602128,0.0083448861,,0.002604,0.00021297,,,,,,9.586e-07,9.391e-07,,,,,,,,667.561815017
238,2023-11-24,259.4758281811,,129.456,68.4969063894,,43.3778083459,30.0853603631,37.6516667465,1.752864,13.8384,16.4815268063,13.4169772817,15.0645491974,7.68,1.9741493502,3.5299210647,54.9216695187,2.232,1.9280938589,0.20872083,0.9545458056,1.188788788,0.1587199992,0.5428875,0.0991008,0.1674,0.0230680588,0.0314045508,0.008592456,0.0077374383,,0.003906,0.00021111,,,,,,7.267e-07,7.143e-07,,,,,,,,704.7588058816
